,title,like_count_1h,like_count_2h,like_count_3h,like_count_4h,like_count_5h,like_count_6h,comment_count_1h,comment_count_2h,comment_count_3h,comment_count_4h,comment_count_5h,comment_count_6h,forum_id,forum_stats,like_count_24h,weekday,hour
5482,#請益 #問題 練腿高手請進,0,1,1,1,1,1,1,1,3,5,6,6,728866,21.3,5,2,6
40855,尋找一起搞事的夥伴,2,2,2,2,2,2,4,4,5,7,11,11,828054,25.1,6,0,6
18783,事情好多好煩想抱抱,1,4,5,6,7,7,7,8,17,19,24,24,399368,59.9,14,2,3
8554,What’s in my room?養貓人の房間·͜· ♡ #韓系生活提案,4,5,7,19,26,28,0,0,0,2,4,4,894031,22.0,80,4,13
42427,敵隊或中立球迷可以買內野票嗎,2,2,5,6,7,8,7,10,21,27,30,34,862588,24.2,19,4,4
30902,一個人出去逛逛,1,1,1,1,1,2,3,5,5,5,5,5,878885,21.2,18,3,16
14007,推甄請益,1,1,3,3,3,3,5,5,5,5,5,5,632718,54.5,5,6,13
26941,餐酒館 推推 - 小後苑Backyard Jr.,1,2,2,3,3,3,0,0,0,0,0,0,160419,81.9,7,6,3
4573,#分享 INFINITE F 合體了，回歸還遠嗎？,18,22,30,35,51,68,4,4,8,8,13,16,783522,0.8,108,5,9
9592,北大太暖了吧(;´༎ຶД༎ຶ`),1,2,2,3,5,8,2,8,13,15,18,18,738074,25.1,19,0,6
42252,結婚相手と恋愛相手の違いとは,0,1,1,2,2,2,0,0,0,0,1,1,714297,15.2,8,4,8
44903,全家 熱量（更）,2,2,2,2,2,2,0,0,2,4,4,4,160419,81.9,7,3,13
1097,與雙子男的關係怎麼發展,0,0,1,1,2,3,1,14,15,16,16,22,342324,79.0,7,4,7
5752,10/2亞洲藏壽司X逆勢上漲,1,1,1,1,1,4,0,0,0,0,0,0,110393,0.6,15,6,17
1137,#分享 我打了海芙音波,0,0,0,3,6,8,2,15,17,19,23,24,492107,31.8,23,4,7
47492,微積分解題｜極限,3,3,4,5,5,5,1,1,1,1,1,1,927701,0.7,5,0,6
10459,學餐小偷,3,4,5,5,5,8,4,7,7,8,13,13,355388,11.3,12,4,4
722,［經驗分享］［正向］14年的工作經歷,0,0,0,0,3,3,1,2,2,2,3,3,770696,160.6,9,6,3
39645,馬路上撿來的貓,2,9,19,36,59,88,0,1,3,4,6,9,699763,53.5,315,2,5
45641,竟然這個時候地震,3,4,6,7,8,8,9,11,13,13,13,13,174372,56.4,23,5,14
10197,北實 基服社,3,3,3,3,3,3,0,0,0,0,0,0,580072,26.8,7,1,15
34178,#活動 一條圍巾、長袍、與自己,38,60,82,93,102,112,24,26,27,27,27,28,31408,8.8,177,6,10
18362,國安基金 提前一周召開例會,0,0,0,0,0,0,1,3,3,3,3,3,717594,39.0,6,4,5
13441,因為釣蝦 ，被提分手,0,2,3,4,5,7,3,6,7,8,8,9,676371,391.4,9,2,12
44816,#雷 詢問 #有雷 小女子結局討論,14,19,27,29,30,32,25,38,53,72,73,73,700043,4.0,66,6,15
40262,客觀的聊聊「約砲」,20,22,25,25,25,25,6,7,7,8,8,8,497426,359.8,43,6,15
36360,生在2/29的雙魚座是不是很可悲,0,0,0,0,0,1,1,2,2,2,3,3,342324,79.0,15,4,20
6526,我爸一直跟我說找不到谷歌瀏覽器,0,2,6,8,10,11,2,2,3,3,3,4,367659,39.7,31,4,9
4798,如果可以？,6,7,9,10,10,11,5,6,6,6,6,6,687605,117.0,26,3,14
22551,小ck 皮夾請益,0,1,1,2,3,7,0,3,3,4,11,16,24561,93.7,13,1,6
19253,#分享 10月份 58樣百貨小樣領取,10,21,25,26,28,29,5,6,16,16,16,16,156928,140.1,79,0,15
35548,生命最好的朋友｜孤獨感,12,16,22,25,30,31,4,4,5,5,5,5,670515,0.2,77,0,13
48400,左口交 右霸凌,6,22,45,78,110,144,2,5,11,22,29,33,497426,359.8,938,4,7
41707,有人住泉思有吸棒嗎？,1,2,2,3,5,5,4,4,7,8,9,9,994988,40.3,5,6,5
22472,天蠍女們請幫幫忙🥲,0,0,0,0,2,2,0,0,1,1,2,7,342324,79.0,6,1,20
2714,喜歡不見得要擁有,2,2,2,3,4,4,0,0,0,0,0,0,687605,117.0,7,3,16
42287,人生選擇迷茫,1,1,2,2,2,2,7,9,9,9,10,10,770696,160.6,27,4,16
3211,#問題 越健越不開心，什麼原因？,0,0,0,1,3,4,6,20,21,28,30,34,728866,21.3,24,5,5
32981,#新聞 公園少女疑似解散😢,1,2,3,9,17,21,0,0,0,0,0,0,781514,2.7,40,5,3
43630,市政停滯、不做事,0,1,3,3,3,3,24,36,38,43,47,59,477997,42.3,10,5,4
45301,IU VS 子瑜 ？,0,0,0,0,0,1,2,4,4,5,5,5,497426,359.8,8,2,16
6801,111年青年就業獎勵計劃,1,4,9,15,20,26,8,17,17,18,25,34,770696,160.6,43,2,9
3893,同男朋友拍拖見唔到有未來,0,0,0,3,4,4,1,2,4,4,4,4,955936,27.0,21,2,14
24376,還可以買美金嗎 ⁉️ 投資美股分析,15,20,27,33,36,40,0,10,49,72,93,118,717594,39.0,60,6,5
31894,#分享 最近迷上植物,0,0,1,2,2,2,0,0,0,0,0,0,207604,4.7,10,5,4
39895,台中雷射除毛分享（私密處、小腿、腋下）正在進行中,3,4,7,9,10,11,0,0,3,22,29,31,24561,93.7,17,4,11
34286,這樣的水瓶男有戲嗎🥺,1,1,2,2,2,2,1,3,4,5,10,14,342324,79.0,6,6,7
10857,21:44 芮氏規模6.4地震 震央台東關山,3,5,6,7,8,8,2,2,3,3,3,3,497426,359.8,9,5,14
20503,小說分享（208）#只有簡介,1,1,1,2,2,2,0,0,0,0,0,0,332913,14.0,6,5,10
33161,#小七 7-11 限時四天 第3件0元,0,0,0,1,3,4,0,0,0,1,2,5,481192,6.5,9,3,0
42816,告訴我吃醋是不是正常的情緒？,1,1,1,1,1,2,2,3,3,3,4,5,817817,391.7,7,5,13
40342,大家又被反骨套路了，一切只是為了拍片炒熱度,0,0,3,3,3,3,3,4,5,5,5,6,445193,24.6,8,3,12
30104,主動約又放鳥,1,2,4,4,4,4,6,6,6,6,6,7,817817,391.7,5,3,12
28133,#婚紗 #分享 不宴客只拍婚紗的我們,1,8,23,55,94,147,2,10,12,13,16,22,327178,22.4,662,5,10
35823,越來越暈……,2,4,5,7,10,11,0,0,0,0,0,0,687605,117.0,13,6,11
9490,系服務學習,1,1,2,3,3,3,4,4,5,5,8,8,732778,35.4,9,6,13
38540,#頁遊 橘貓加碼送幸福（已結束）,5,5,5,5,5,5,0,0,0,0,0,0,63088,37.5,5,2,15
38585,耳朵周圍痘痘,0,0,0,2,3,3,1,6,8,11,14,19,156928,140.1,14,5,4
20833,新生/轉學生請追蹤以下帳號獲取最新資訊,0,0,0,0,0,0,0,0,1,1,1,1,471023,7.9,5,5,18
38697,#詢問 歐陽妮妮比基尼,0,1,1,3,3,3,0,1,3,3,3,3,399302,63.9,14,3,13
15498,#分享 9月戰利品們（๑✧∀✧๑）,4,9,19,20,24,24,0,0,1,1,1,1,156928,140.1,42,4,14
38489,台中 吃得到整隻龍蝦🦞,3,16,37,60,80,100,3,5,13,14,15,16,160419,81.9,234,2,11
38517,被室友傳染,2,6,8,12,14,16,4,12,14,17,19,24,732778,35.4,24,0,8
22373,轉雙請益,0,0,1,2,2,4,0,0,0,0,0,0,31069,64.7,5,3,5
38756,逢甲夜市 吃了上癮 崔記甜辣滷味,1,1,2,3,3,3,0,0,0,0,0,0,160419,81.9,5,0,6
18023,誰的耳機掉了,2,2,3,4,4,4,0,0,0,0,0,0,650776,19.2,5,3,4
39896,宜聖神聖電話 111-1,1,3,3,3,3,3,0,4,7,9,10,12,136811,59.5,5,0,1
12982,跟射手男告白了,2,4,5,8,10,10,0,2,5,5,5,6,342324,79.0,27,1,7
14284,#詢問 出帳日前先溢繳,0,0,0,0,0,0,2,2,2,2,2,2,828346,13.3,8,4,16
14128,Steampunk,1,4,6,6,6,7,1,2,3,3,3,4,717646,24.0,8,4,12
21883,聲韻學上完之後唱歌會變好聽嗎,1,1,3,3,4,4,1,3,9,13,13,13,316239,28.1,5,5,1
11642,9月購物+空空賞,2,5,8,9,10,11,2,4,4,4,5,5,156928,140.1,30,4,15
2648,脫單,0,1,3,3,3,5,2,3,9,9,9,10,471023,7.9,16,1,1
5742,#分享 久仰大名的靈芝水終於被我帶回家拉🥳,2,6,9,10,11,11,2,2,3,3,4,4,156928,140.1,19,1,12
30521,內向摩羯女給問,0,1,1,2,3,3,1,2,20,26,27,34,342324,79.0,5,5,8
35536,#閒聊 突然好喜歡安妮海瑟薇🥹❤️,4,11,16,20,22,24,0,1,5,5,11,11,626235,38.4,41,4,2
23774,最終還是陌生人但我還是好想她Part.1,2,2,2,2,3,3,2,2,2,2,2,2,687605,117.0,5,1,15
23962,你係點prep ielts?,2,2,4,4,5,6,0,0,1,1,1,1,528046,38.6,9,0,11
2578,社團嘉年華,0,1,1,1,1,1,0,0,0,0,0,0,504560,19.9,8,2,17
22864,泰好玩 一年二刷兩次泰國走起🇹🇭 ＃電力滿格密技,2,3,4,5,8,10,0,3,3,3,3,3,14804,42.6,20,6,10
48492,申請NLSPS,0,0,0,0,0,0,0,2,2,2,3,3,745701,2.6,5,4,14
23529,🫶🏻#日拋 #Lenstown #浪漫羅馬灰、浪漫東京蜜桃,10,15,19,24,28,33,2,2,2,2,2,2,164737,7.6,51,2,5
10383,151公車,0,4,5,5,8,10,29,46,47,47,51,53,108301,23.2,21,4,7
26755,不知道讀的科系在幹嘛…,0,0,0,0,0,0,1,2,2,2,2,2,676371,391.4,5,6,4
42742,#分享 上學妝容之看起來好相處的學姊🍑 Dasique 03 nude potion 試色,9,17,27,40,55,64,5,6,10,11,12,12,156928,140.1,109,6,8
23011,#情報 Jomalone聖誕系列,0,0,0,2,2,4,1,1,1,2,2,2,518897,10.1,8,6,6
18860,#留學 辻製菓專門學校 申請和學校介紹,0,1,4,6,8,9,0,0,0,0,0,3,134598,22.2,17,0,8
31880,#詢問 求推薦的劇,0,0,0,0,0,0,1,2,2,2,3,3,700043,4.0,5,2,17
46064,不爭氣的崩潰D2,4,5,5,5,5,5,3,5,5,5,5,5,687605,117.0,7,4,16
3398,完蛋了,3,3,4,5,7,7,3,3,3,3,3,3,174372,56.4,10,2,4
1249,一堆人在一棚排隊,0,3,6,8,10,12,21,58,112,117,119,120,943830,52.4,19,6,23
7330,尋找拿坡里發票！！！！！,2,2,2,2,2,2,1,2,8,9,10,10,926730,13.2,7,5,4
7323,#詢問 有特典/沒有特典,0,0,1,1,1,1,3,3,5,6,6,7,654438,3.5,7,6,21
11377,會變成這樣😖😖,7,7,7,7,7,7,0,0,0,0,0,0,750159,1128.3,8,2,16
42066,我們也該跟進了吧,0,2,4,4,5,5,1,3,8,12,12,12,807767,18.0,8,3,3
21527,誠心請大家幫幫我們><,0,0,2,4,4,6,0,0,0,3,4,8,580072,26.8,9,1,10
45288,#分享 YGX 舞者們對 Pink Venom 特別舞台的 reaction,3,9,9,10,11,11,1,1,1,1,1,1,495424,6.9,51,0,16
44435,📢輔大乙組男籃球員招募中！,1,2,2,2,2,2,1,1,2,2,2,2,136811,59.5,5,1,15
48275,替企管系平反,10,11,13,14,15,17,8,16,18,34,35,36,401869,33.2,20,0,4
44580,楊同學你駕照掉了,2,3,3,3,3,3,2,5,8,8,8,11,136811,59.5,5,3,4
3517,已滿/徵求 免費甜點試吃員,5,15,35,76,128,157,1,7,27,55,85,102,160419,81.9,384,2,12
24942,從約好見面那刻開始～,1,2,3,5,6,6,0,0,0,0,0,0,687605,117.0,14,3,13
14355,#討論 明年高考 課程/題庫書進度安排,4,4,4,4,4,4,1,4,4,4,4,4,531929,28.7,12,6,15
15933,#情報 9/10 YouTube演唱會直播,26,41,54,73,83,95,1,2,5,5,7,8,81013,3.9,133,4,11
10799,#討論 留學圈常見的英文名字有哪些？,0,1,1,1,1,3,0,2,3,5,5,5,134598,22.2,16,4,3
1532,刪文就要被公審？,5,6,8,10,11,12,7,9,13,26,42,57,632718,54.5,20,4,6
21657,躺著玩坐著玩趴著玩還是宜大游泳池好玩,4,4,9,11,11,13,0,1,3,4,5,6,879617,13.7,22,6,8
31396,#10/4天氣 持續典型天氣,7,8,8,8,9,10,14,14,14,14,14,15,249745,34.1,17,0,17
7674,有人也中毒數字油畫嗎？,1,2,2,4,5,8,0,0,0,0,0,0,25595,6.8,15,0,7
10664,日本生活 帶大額現金入境v.s.信用卡,2,3,3,4,5,6,6,6,6,6,6,6,290837,7.3,19,6,6
30672,想找打工請進,2,2,2,2,2,2,4,5,5,5,5,5,100619,40.4,6,0,8
25629,#分享  琦洛麗「矽水膠彩拋」,1,2,4,4,4,7,1,2,2,2,2,2,164737,7.6,18,2,6
6153,#活動 #送香水！寶格麗、calvin klein香水開箱,2,4,15,19,27,30,1,1,14,19,29,36,518897,10.1,55,0,3
35274,吵架會把自己縮起來,1,3,5,9,9,15,9,11,27,30,30,31,817817,391.7,22,1,9
21583,第一次吃螺獅粉の心得分享😳,1,1,1,1,1,2,0,0,0,0,0,0,213278,0.1,6,1,10
34711,#揪團 STANLEY不銹鋼環保杯（已截單）,0,2,2,2,2,2,0,0,0,1,1,1,506412,3.9,6,0,14
4994,#分享 抹茶控請進✋🏻 來一杯抹茶拿鐵吧🍵🥛 Part.5,6,12,16,19,22,23,0,0,1,1,1,2,50785,31.2,41,5,5
10603,執到airpods！,1,1,2,2,4,4,0,0,0,0,0,0,556082,3.1,16,2,7
8606,現在放棄就⋯⋯,1,1,4,5,9,12,1,2,8,11,11,12,591920,16.9,19,6,2
47745,#閒聊 看到現在的心得,2,4,4,4,10,20,5,6,6,10,11,12,822393,4.1,40,1,10
5975,#詢問 哪裡有這件洋裝～,0,0,0,4,4,5,1,1,2,2,2,3,399302,63.9,5,0,8
15704,#詢問 Jisoo演唱會穿的鞋子！求！,3,5,5,5,6,6,4,4,4,4,4,4,495424,6.9,42,2,15
30037,#互動 想問一下大家大聯盟支持的球隊？,2,3,3,5,6,6,0,2,2,2,4,6,705792,8.9,6,4,6
2175,這種請求我第一次聽過,2,3,3,5,5,5,4,4,5,6,6,6,413397,13.5,11,4,7
14971,微積分解題｜數列級數｜無窮積,2,2,2,2,3,3,0,0,0,0,0,0,927701,0.7,6,0,9
43588,#分享 分享 Dior roller mini,1,1,2,8,10,13,0,0,0,0,1,2,641259,15.1,56,0,20
40733,被處女男拒絕了,1,3,4,4,4,4,5,10,10,11,11,12,342324,79.0,9,2,4
23433,爆哥加油💪💪,1,2,5,7,7,9,2,4,9,9,9,10,206035,27.7,23,5,9
12278,其實很羨慕異性戀..,0,3,5,10,11,15,1,2,4,4,4,9,687605,117.0,102,5,5
37199,一人一問卷 救救延畢生,2,4,5,6,6,6,0,3,4,5,5,7,256316,21.0,6,0,8
28050,怎麼交到男性朋友,3,3,3,3,3,3,17,17,18,18,18,18,676371,391.4,7,2,15
22679,樹德大鴿子🐦,0,0,0,1,1,1,4,8,12,12,12,12,504560,19.9,9,1,13
42916,請問確診後，大家都什麼時候才回學校上課呢？,2,3,4,4,4,4,11,14,15,16,16,16,136811,59.5,9,6,14
36958,#大眾占卜  『我是個容易回憶過去的人嗎？』,1,1,1,3,3,3,4,4,5,6,6,7,40715,32.9,10,2,4
49043,火車,1,2,2,4,5,5,2,5,6,6,6,6,795497,8.6,5,4,5
48794,亂丟垃圾的猴子,4,6,6,7,9,9,2,6,6,11,11,11,661384,30.0,17,1,10
16849,#問題 想問大家一個小問題🥺,3,4,4,6,6,6,6,8,8,9,10,10,134801,1.5,12,6,14
35207,#請益 fit me粉餅推哪顆？,1,2,3,6,8,9,6,8,8,11,13,14,156928,140.1,19,2,11
29924,大家真的都會擠痘痘嗎?,0,2,4,9,11,13,7,10,14,20,25,27,497426,359.8,47,1,1
47193,#分享 洲際總統套房裡的時裝秀 feat. Burberry,18,28,39,52,67,73,5,6,8,8,8,8,641259,15.1,120,1,11
9183,#請益 法律系畢業 男性退伍後求職,4,4,4,4,5,5,6,19,20,20,20,20,591920,16.9,6,5,4
41264,嘉義🌝好吃又顏值高的店,9,17,25,29,31,34,1,1,1,1,1,1,160419,81.9,118,6,15
48616,#情報 3CE官方商城九宮格盤$600有找！,5,8,11,17,17,17,7,12,13,14,17,20,156928,140.1,21,4,3
1741,雨傘遺失,2,4,4,4,5,5,0,0,4,5,5,5,750143,13.1,5,0,9
34151,#分享 雷射腋下除毛心得,1,4,4,4,4,4,1,2,2,2,2,2,492107,31.8,5,3,9
35831,求那位帥哥的ig,3,5,6,6,7,9,3,5,7,11,12,16,509033,16.3,12,1,9
35538,朋友之間嘅競爭,1,2,3,4,5,5,0,0,2,2,3,3,955936,27.0,5,0,10
49452,近期愛用的一些好東西！跟大家分享🫶🏻🫶🏻,0,0,0,0,0,1,0,0,0,0,0,0,842983,0.1,7,1,13
33162,#懷孕 孕婦不是病人！！！！,1,2,5,9,9,9,4,9,20,34,40,42,24568,35.9,62,1,13
31112,女鵝的顏值巔峰？？？,0,0,0,3,3,3,0,0,0,0,0,0,76831,15.1,9,6,21
31769,好課推推🤩,0,1,1,1,1,1,0,0,0,0,1,1,385902,15.3,5,3,15
32612,其實仲有好多香港人好有愛🌸,6,8,9,11,14,16,1,1,1,1,1,1,528046,38.6,22,6,0
27351,這樣有了嗎？,1,1,1,1,1,3,0,2,2,3,4,5,24561,93.7,10,3,9
2331,我一定看爆T1！看好看滿,2,2,5,5,6,6,7,7,7,7,7,8,252258,14.2,11,3,8
24512,額頭很噁,0,0,2,2,3,3,1,5,5,6,7,8,24561,93.7,17,3,10
48594,#分享 海底撈美甲,1,2,3,3,3,3,1,3,3,3,3,3,50785,31.2,65,6,15
37165,華龍門市,1,1,1,1,1,1,8,8,8,8,8,8,132579,12.7,10,3,17
37301,《誠徵》霧峰金寶貝診所-長期工讀生,2,3,3,3,3,3,0,1,6,6,6,6,108301,23.2,8,4,5
29353,#心情抒發 就職前的惶恐……,0,0,0,0,0,1,0,1,1,2,4,6,531929,28.7,17,6,22
26947,差點跟圖書館阿姨做了,3,3,3,7,20,41,7,10,10,15,22,26,817817,391.7,1003,2,7
17376,每次分組都找不到人,5,7,9,15,18,19,0,5,6,11,12,16,136098,31.6,27,0,7
10261,一個人吃飯,1,2,3,6,12,15,10,12,15,17,20,23,136811,59.5,23,1,5
44939,校園授權版windows10、11的差別,1,1,2,2,2,2,0,0,0,0,0,3,336679,29.3,5,6,4
13761,宴客、習俗,0,0,0,0,1,1,1,2,2,2,4,8,327178,22.4,8,3,7
12815,#大眾占卜 10/9～10/15一週運勢（工作+愛情）（已公布答案）,1,1,3,4,5,5,0,5,7,9,11,11,40715,32.9,8,0,12
5694,求推薦 DIOR或CHANEL專櫃,0,1,3,5,6,6,3,7,10,14,14,14,156928,140.1,9,0,9
45763,#問題 第一次購買Loewe皮夾,0,2,3,5,7,10,3,4,6,8,11,12,641259,15.1,21,4,8
39155,【閒聊】假如你也睡不著，可以幫我想這個問題嗎,1,1,1,1,2,3,15,15,16,16,16,20,218395,17.2,14,6,18
31689,猴子🙉,4,4,5,5,7,7,12,12,15,18,19,22,604447,38.0,7,3,11
45929,#情報 2022MAMA入圍名單+出席藝人,40,96,165,235,298,373,48,142,273,370,462,549,626235,38.4,622,0,9
34140,111年 應屆土銀上榜心得(含台銀心得)(文略長),2,3,6,6,7,8,0,0,0,0,1,2,90251,11.7,21,3,10
17484,#個人看板 原神一起玩真的比較好玩,1,2,6,8,15,25,3,7,11,19,23,32,641297,24.6,55,2,6
42201,社團幹部的意義,0,2,4,5,5,6,0,0,0,0,0,0,22465,63.0,8,3,4
45559,#情報 12月壽星周邊✨,2,2,4,4,4,6,8,8,13,13,13,14,134801,1.5,37,3,17
39579,請問大家這是哪一台賓士嗎？,0,0,0,0,0,0,2,4,5,8,9,12,346315,29.3,16,4,14
44298,Nothing can separate us .#練習勇敢,13,14,14,14,15,15,3,3,9,9,9,9,687605,117.0,25,0,16
30935,初心菓寮中秋禮盒開箱-緣滿心禮盒,9,10,11,12,12,14,0,4,4,4,5,5,160419,81.9,17,0,6
10814,女友的問題迴圈,2,2,2,3,3,3,1,1,3,3,3,3,817817,391.7,9,2,17
16158,星星部落 徵才,1,1,2,2,2,3,0,0,0,0,0,0,817290,15.0,7,3,11
3603,#打工度假 美國實用app推薦✨ / 飛機✈️ / 住宿 / 交通🚗 / 租車 / 轉帳💲 / 美食🍟 / 網購,3,5,5,5,5,6,0,0,0,0,0,1,243022,5.5,10,6,10
33169,#伸手牌 宜蘭甜點/美食/景點推薦,1,1,1,1,1,1,0,0,0,0,0,0,838255,0.4,6,1,5
11826,#請益 體重降不下來，該如何解決,1,1,1,2,2,3,4,5,6,7,8,8,656378,16.0,11,2,9
13252,為什麼還沒確定就額滿了,1,2,3,5,6,6,3,5,9,11,11,11,174372,56.4,9,3,11
11931,#肉文 快穿文或合集  有肉有劇情,3,4,5,5,5,6,0,0,0,0,0,0,332913,14.0,13,4,13
10207,#育兒 小小孩真的要牽好,0,0,0,0,1,4,0,0,0,0,0,3,24568,35.9,59,6,19
5788,我張枱亂少少 佢就成晚黑面,1,1,1,1,1,2,0,0,0,0,0,0,955936,27.0,8,4,16
15321,30萬放定存好還是活存？,1,1,1,2,2,2,8,9,10,19,20,21,717594,39.0,26,4,13
20610,有人要當我的總圖好夥伴嗎QQ,0,0,1,3,3,4,0,0,0,0,2,4,399368,59.9,10,4,20
7100,歐洲教育展11/9就在中山！,0,1,2,3,3,3,0,0,0,0,0,0,509033,16.3,5,4,15
38018,一個人旅行的好地方,0,0,1,1,1,1,0,0,0,0,0,0,14804,42.6,5,6,17
29958,他竟然向我撒嬌了?!,16,22,24,26,26,27,33,34,36,36,36,36,687605,117.0,38,4,15
7516,談戀愛很好，但這些事甚好 #電力滿格密技,40,57,74,92,107,117,12,15,20,21,22,22,676371,391.4,170,0,6
9550,好吃ㄉ鹽水雞在哪裡,1,1,1,2,2,3,1,1,1,1,2,6,31069,64.7,5,2,19
15252,請問校長住在什麼齋,2,2,3,4,4,4,4,8,8,8,8,8,136098,31.6,14,2,13
10844,🍁初秋眼妝分享 細緻溫柔感點到滿,3,6,6,8,9,12,0,2,2,4,5,7,156928,140.1,19,4,4
43242,為什麼這間711有一台洗衣機？,5,5,5,5,5,5,1,1,1,1,1,1,750159,1128.3,5,1,7
31777,為啥全民運中正沒放假,0,2,2,3,4,6,8,9,10,11,12,12,732778,35.4,13,4,5
21671,民雄學餐,0,0,0,1,2,3,3,6,18,20,26,27,400940,15.7,7,2,6
30096,#食譜 蒸蛋,0,1,2,2,3,3,0,1,4,4,4,4,841328,6.6,10,2,15
2192,Double Major CV,0,1,2,2,2,4,3,3,4,5,5,5,269432,16.3,8,6,6
42350,#分享 葉舒華出道首次染髮！！,14,18,19,19,19,21,5,6,6,6,6,7,781514,2.7,753,3,15
49098,#頁遊 畫冊裡的美人魚公主,15,18,27,31,32,32,4,6,9,9,9,9,63088,37.5,75,0,15
22215,#閒聊 攻城喵二連敗,1,2,3,3,3,3,15,15,15,15,16,16,252258,14.2,7,1,13
25581,該放生嗎,2,2,2,11,19,23,11,17,27,35,66,71,687605,117.0,77,1,7
7094,#情報 MOMO理膚寶水超品日！最高35%回饋爆多,0,1,3,23,27,27,0,0,1,4,6,6,355029,45.8,34,2,8
12371,宵夜、夜景群,2,3,3,3,4,5,4,15,20,21,21,21,430940,47.0,6,0,12
43475,See you one day 🍀,9,9,10,10,11,11,3,3,3,3,3,3,598974,0.0,20,1,7
6214,Cos真珠美人魚反派&迪士尼公主！,1,2,2,2,2,2,0,0,0,0,0,0,76831,15.1,48,0,17
46971,#分享 #不專業分享 165cm 日常出門穿搭2️⃣,2,2,3,4,5,6,0,0,0,0,0,0,399302,63.9,23,0,16
11550,【Carven Ma Griffe】,2,3,3,3,3,3,0,0,0,0,0,0,384365,0.1,5,6,14
47439,自我介紹(≧▽≦),5,6,6,6,6,6,16,17,17,17,17,18,468060,0.0,8,0,16
27035,請問下學期的宿舍可以自己選室友嗎？,1,1,1,3,5,5,1,3,4,7,7,7,249745,34.1,7,4,8
41465,#分享 BMI與體脂在正常範圍內，我們該如何繼續精進自己？,1,4,4,5,7,7,0,1,1,1,1,1,656378,16.0,13,0,7
40881,雞腿,4,4,5,6,6,6,8,8,8,8,8,8,750159,1128.3,7,5,13
38101,#分享 🌪暴風中挖寶 意外搭出日系感,1,2,3,3,3,4,0,2,3,3,3,3,399302,63.9,27,0,17
2125,隔離轉地址,0,1,1,1,1,1,3,4,4,4,4,4,528046,38.6,5,2,14
17328,#討論 想取暖 大齡考生...,0,1,1,1,1,1,4,6,7,7,8,8,765713,2.4,13,0,9
34470,地震,5,7,9,10,11,11,14,17,21,22,22,22,497426,359.8,13,5,14
1197,張善政是不是又忘記他在選舉了,0,1,2,3,3,3,0,3,3,7,7,7,477997,42.3,15,0,15
38177,🥳 彰師通APP  終於更新啦！！！,12,16,20,22,23,25,4,9,10,10,10,10,741718,13.6,67,1,15
40843,溫蒂漫步粉絲群,3,3,3,3,3,4,2,2,2,2,2,2,8850,8.1,5,4,9
21037,Science Grad 嘅你，過成點樣？,1,1,1,1,1,1,1,2,3,3,3,3,707482,2.7,132,0,15
368,#分享 寶可夢朱紫 奇樹&電肚娃介紹,2,2,2,2,3,3,0,0,0,0,0,0,79749,6.7,5,4,13
32708,大家最推薦的全家美食是什麼呢？2,6,17,39,64,91,102,4,7,12,18,30,31,160419,81.9,259,3,12
20224,貼心提醒 明天開始要開始下雨嘍,16,41,49,51,53,54,5,7,9,9,9,9,469710,27.3,190,2,16
16975,詢問華南銀行,0,0,0,0,1,1,1,3,4,4,5,11,770696,160.6,5,0,8
8016,期中超痛苦😭,2,6,10,16,22,24,1,1,4,12,14,18,218395,17.2,41,0,5
3951,@抓餅蛋,5,6,8,8,8,8,0,0,2,2,2,2,750159,1128.3,8,3,1
49314,真的是幹你娘,4,5,6,9,10,13,1,1,3,6,11,16,604447,38.0,26,3,1
34335,愛閱館的蒼蠅,0,1,2,6,8,10,0,1,1,2,2,2,933145,8.2,17,6,7
28254,#閒聊 大家怎麼看目前紅藍黃的戰力、隱憂？,2,4,7,7,8,10,25,56,69,76,89,92,822393,4.1,51,0,13
36828,台中-LENKA 蘭卡千層蛋糕,0,1,1,1,1,2,0,0,0,0,0,0,160419,81.9,11,2,8
17430,要粗門,6,6,6,6,6,6,3,4,4,4,4,5,750159,1128.3,13,2,7
40102,問 虎尾8.30過後的晚餐,1,1,2,2,2,4,10,10,10,11,16,20,926730,13.2,27,5,20
26079,想離婚,0,0,1,1,5,8,1,2,5,8,9,11,676371,391.4,32,2,0
38528,迎新感謝文,2,2,4,5,6,8,0,0,0,2,2,3,602069,3.2,15,0,4
15113,這樣該去看身心科嗎？,0,0,0,0,0,0,2,3,4,4,4,5,683990,11.1,14,4,16
24264,我的墨鏡不見了！,4,5,5,5,5,5,3,4,4,9,9,9,994988,40.3,7,1,10
29640,爆炸皮膚實測萬元乳霜的修復效果✨GA 黑曜岩新生奇蹟乳 #開箱大使,4,7,7,7,8,9,10,10,10,10,10,11,796367,0.1,10,4,6
37366,#情報 1918-918、999-499、399-188韓國的美妝超划算,5,7,8,8,8,8,2,2,2,2,2,2,156928,140.1,9,5,16
1178,倫敦自然史博物館,1,2,2,4,4,4,0,2,2,2,2,2,14804,42.6,5,3,3
26248,日船章魚小丸子營業時間,1,1,2,2,2,2,1,1,1,1,1,1,644795,11.4,10,6,9
11951,超想哭,2,4,6,8,12,15,18,26,34,51,88,91,22465,63.0,39,3,12
24411,大家好～我們是護理科男科隊🏃❤️‍🔥,1,1,1,1,1,1,1,2,2,3,3,3,661384,30.0,10,3,15
